"id","name","gamesPlayed","timeOnIce","garSixty"
"8a4179dd-e95f-49f8-9f74-f65109882788","jon merrill","149","2611.78","0.09"
"08b56c44-8810-4211-ac20-ca474181c1d5","jonny brodzinski","54","535.4","-0.04"
"0079115b-143f-4b50-96b7-b929165e1ef7","joonas donskoi","219","3076.57","0.27"
"e42c3a4c-1969-4479-a3d0-9fdf0d45c4f7","jordan eberle","251","4106.95","0.32"
"0c801d35-1689-4eb0-832a-39ded0edc9ac","jordan greenway","90","1211.08","-0.04"
"f9e58e7e-50bf-483b-8638-4f47f1d4dd18","jordan martinook","237","3489.93","0.04"
"a8e854c8-b0d4-45a3-a3dc-b233a8ed3b9a","jordan oesterle","124","2431.4","0"
"c1d7f881-14dc-4b0c-9b52-49e711711778","jordan schmaltz","43","510.72","-0.04"
"5e420274-4a27-4b6a-9117-87fb636d44b4","jordan staal","201","3782.02","0.4"
"11ffc1c5-09b5-4b0b-a485-159b2b70c4f5","jordan weal","153","2039.41","0.27"
"2be90db6-01d3-46cc-a722-33f2707ccf61","jordie benn","232","4305.53","0.04"
"bee8a17a-be53-4113-aaeb-fc0912de254d","josh anderson","231","3584.33","0.14"
"9d27aef5-e5c3-4ff9-9d7d-f603a41e2bb9","josh archibald","121","1523.1","-0.18"
"c983c680-e6bf-4b9b-8847-08738dd8a026","josh bailey","237","4195.9","0.09"
"70b23995-dadc-4500-9cb6-159a004494dd","josh leivo","103","1363.62","0.27"
"8742b9d7-0e9a-4127-814d-212b475f40c4","josh manson","256","5215.75","0.09"
"684629bf-e3f7-439b-929d-caec1f8200a1","josh morrissey","238","4899.84","0.09"
"6e42b400-785f-4fc5-b37e-efd5c5e5b55d","joshua ho-sang","53","804.96","0.32"
"eec507bb-bfb7-4f14-9589-915e69f5f071","jujhar khaira","139","1724.14","-0.09"
"011c31f5-a972-4613-b7a0-4bbec9eae1de","julius honka","87","1214","0.09"
"147f2194-ab2c-4fbd-9d05-e9ee4b16530e","justin abdelkader","209","3384.23","-0.04"
"cc35069d-d338-4dd5-93a4-712341c1d408","justin braun","253","5225.7","-0.09"
"14c6e7ab-6d8f-4ef5-bd4a-a4bdf42f5307","justin faulk","230","5193.72","-0.04"
"2bb5e9a7-1012-48ef-80fb-beca3995a0ce","justin schultz","201","4057.54","0.04"
"361f51a6-2b69-4f83-bf0c-5c0e36b5141c","juuso riikola","37","617.33","0"
"dbee0964-efc3-40f8-baed-8dc58dd74152","karl alzner","180","3535.25","-0.04"
"cf1a2958-59df-4d70-9558-1c2b9c627b51","kasperi kapanen","135","1914.14","0.14"
"9eaf58ab-6b25-4a37-98ca-fff701a7ae00","keith yandle","244","5615.45","-0.04"
"f139b25f-237f-448a-b549-05d5d366f430","kenny agostino","68","867.01","0.14"
"55d3240d-23ac-4ab2-8eaf-4dbf0b86eacb","kevan miller","182","3436.8","0"
"416a241a-422c-4963-a051-e343bfee694f","kevin connauton","145","2303.32","-0.18"
"6e6c7e47-21cc-43ec-8fbb-0d5245c31100","kevin fiala","231","3434.16","0.27"
"fff07e13-4709-466a-a8e8-977ea65c9e55","kevin gravel","101","1452.1","0.04"
"a87e87f4-e090-4e5a-9714-dc8895ddfc16","kevin hayes","233","4060.3","0.14"
"7617dc86-5d0a-4d1e-8752-f91fd35649e2","kevin labanc","221","3102.3","0.14"
"d72c5a74-f660-46ba-8165-df5e55914107","kevin shattenkirk","210","4109.77","-0.04"
"bb6e4bac-562f-4c5f-80b7-5c6330b50632","kiefer sherwood","49","556.42","0.04"
"87b55d8b-9bc5-4833-8542-635f2d6a11a7","korbinian holzer","74","1008.94","-0.32"
"6640c9a9-62e9-44b9-a6e9-91d4a0302bd8","kris letang","195","4981.72","0.18"
"5c9f1b11-0031-43aa-a8a9-2be7196cb633","kris russell","229","4647","0"
"144028bf-56bb-48ee-83fb-27195dabbee8","kyle clifford","197","2070.78","0.14"
"66363099-65ee-4548-9872-15121437f486","kyle connor","193","3364.76","0.18"
"46f1af58-305e-4141-bb0a-ffe1e9d520cd","kyle okposo","217","3577.21","0"
"32ec5ad3-0dc9-451b-841c-181d3d73c733","kyle palmieri","221","3891.46","0.5"
"7a20693c-c165-4672-bee1-c8bd6be861d8","kyle turris","239","4223.87","0.22"
"e1aa9390-e72f-4909-ac3e-c11a55f98e92","lars eller","276","4227.32","0.09"
"7e9ad34d-5bea-4af2-b6a9-3fd9e3c47d4d","lawrence pilut","31","544.55","0.04"
"86c5126c-aaf9-48dc-92e3-966873fcef39","lawson crouse","161","1983.74","0"
"bb250335-5e67-4388-9065-e7aaf051db3e","leo komarov","243","3806.46","-0.09"
"cc60592e-d4ca-4ff2-8554-b6d3fdd84c17","leon draisaitl","253","5109.81","0.54"
"2cafc637-129f-403c-9a71-28e0183946a8","lias andersson","47","509.99","-0.4"
"2a266d24-f876-4d93-a5dd-840f622018aa","logan couture","245","4490.45","0.5"
"7df33ade-aa54-4859-a6df-1867f59c1434","loui eriksson","193","3124.77","0.04"
"cb0aae64-7d22-489a-a606-90da8894728c","luca sbisa","132","2456.07","-0.04"
"c2fcbe56-a59c-4e4f-a5d2-79888ff0c8ef","lucas wallmark","97","1346.46","0.32"
"f6356460-361c-4a99-b457-4ab2c37b5e51","luke glendening","220","3084.15","-0.18"
"ae360858-4ded-4f6b-ba05-a3764ea1fdb4","luke kunin","66","989.11","-0.09"
"58c37bbd-a046-4a75-a709-5f72ffc20a7c","luke schenn","165","2768.64","-0.22"
"a0d538c9-3db0-4d86-b87a-08a1b2c8c542","luke witkowski","97","856.26","-0.18"
"fc1893bb-4e78-4443-958e-7d4bfc6ffc8e","mackenzie weegar","122","1920.33","0.18"
"ab1c1885-f03b-4175-90cb-f876301845ad","madison bowey","99","1423.23","-0.18"
"537f6a87-dc6d-4df1-8db5-6b7d82fd3bfa","marc-edouard vlasic","241","5252.28","0"
"4a11943d-40b7-4c69-b3e4-f80d32434450","marco scandella","221","4437.4","-0.09"
"52cab30e-3e25-4bbb-ab25-9f1414af3c2d","marc staal","233","4436.17","-0.14"
"f3c57f4d-2f83-4ccb-be7c-60b927c0ed6f","marcus foligno","242","3083","0.18"
"ef811a0a-5408-494d-8d47-fdc3851d8415","marcus johansson","183","3056.83","0.18"
"524da73a-7b05-4a52-90c5-7135c9b6335f","marcus pettersson","108","1718.42","0.04"
"6ac14c7c-cb8e-48bb-806c-a88d0e7a8b01","marcus sorensen","145","1706.76","0.22"
"cf2dde3a-a11e-417d-81bb-949ca7ad2b07","mario kempe","69","772.76","0.09"
"c31a63b0-c74e-44e3-9946-7449028b7c3c","mark barberio","124","2206.91","-0.09"
"c9941afe-4d86-431c-98a9-44a40243fec4","mark borowiecki","175","2550.27","-0.04"
"3590ef23-78c7-4830-98e0-5a345f8687ea","mark giordano","243","5887.78","0.14"
"0e8bca0f-4ce0-4a8b-bf52-19521b71655f","mark jankowski","149","1941.27","0.09"
"659218e5-3e5d-4cda-a0e2-4914bd3bea23","mark letestu","177","2421.15","0.04"
"52384dfd-fc3a-44f8-8c17-2ce382665897","marko dano","61","571.32","0.14"
"88466246-af2c-4c9e-baaa-e31261c4845a","mark pysyk","232","4307.28","0.04"
"86893711-9207-4ac0-a0a3-fc0ea655ae8f","mark scheifele","236","4974.67","0.5"
"3c205f22-6dce-426d-9507-99e97fd5cd78","mark stone","223","4404.96","0.68"
"e1e97f62-6fea-4cb9-aa99-359aba16b9ff","markus granlund","195","3150.93","0.09"
"1587dbf0-f8e7-4267-a134-882b1b996fd4","markus hannikainen","86","773.22","0.04"
"cf94340e-6ba8-43a7-8f8b-74a22977bc3b","markus nutivaara","212","3334.09","0.04"
"46a75c91-cc17-45f0-8cad-0cf1962e4c3f","martin frk","95","937.65","-0.09"
"3e429bb8-68db-4ded-bc32-485ef826350a","martin hanzal","121","1978","0"
"f4a9f132-69d8-45ec-950b-057cdbded0b3","martin marincin","54","895.42","0.04"
"6df69eb3-2fe0-4c03-9f34-7b656fad80fd","mathew barzal","161","2878.1","0.4"
"d90ad592-5705-4c8c-8812-457209859559","mathieu joseph","68","768.1","0.45"
"6c665849-40d9-4fdf-8e86-0baa390958f8","mathieu perreault","224","3167.36","0.32"
"8b40098c-2fef-429a-84a0-589f69aac746","mats zuccarello","220","4219.64","0.14"
"41dacc34-5050-419d-9e3e-93551ace5513","matt bartkowski","46","660.49","-0.14"
"015b7859-8634-4ca3-ad42-f0a318886772","matt beleskey","67","838.6","-0.04"
"00f31f07-7314-4e37-96ff-33767a1e16f0","matt benning","215","3506.5","0.04"
"60e952ce-dbe0-49da-a4b9-5e8c18af530b","matt calvert","222","3055.27","0.04"
"eac679cc-71f1-4c6d-932e-5cfe981e699f","matt duchene","229","4239.38","0.22"
"a283a216-51a3-4352-8fe7-fb14ad00a61f","matt dumba","200","4498.31","0.09"
"8d9b568a-f94f-4e56-a54f-48bc6efb7b32","matt grzelcyk","136","2416.1","0.04"
"cfc3b8e7-bd2d-4183-ae4f-b1d62e72114b","matthew peca","59","661.6","-0.22"
"09b7121f-9bb8-4b1d-825a-7e5c565871bf","matthew tkachuk","227","3739.68","0.36"
"31e01174-6374-4ee0-92b3-704be75c1687","matt hunwick","134","2402.64","0"
"4fcc4272-21a1-4eef-a5a4-2773d5dd6a75","mattias ekholm","275","6493.62","0.04"
"a70d2a54-1c14-4c36-9425-e823e275c65e","mattias janmark","160","2573.94","0"
"7b177308-264e-4265-832a-360de55938f4","matt irwin","201","2750.65","0"
"a804757e-e8c0-42d5-b437-f8e4e028cdde","matt martin","202","1911.84","0.04"
"71f628c8-a5c1-4297-a96d-ac2a874b1f6e","matt nieto","200","2915.4","0"
"48c56629-6f1a-441a-a197-ecb7d63e0570","matt niskanen","259","5836.3","0"
"da78f73f-968f-4714-a2b3-01eab20345a0","matt read","100","1293.05","0.09"
"9f7bff8f-0e7e-4e1b-9020-8fb83dd1726e","matt tennyson","60","867.13","-0.4"
"bb867549-f761-4c95-b536-577ebd3eddd9","max domi","220","3736.7","0.09"
"1d29cfe2-f686-4484-91a3-c86a89e189ba","maxime lajoie","55","1038.48","-0.22"
"b0aa0e2e-e270-462c-96d6-8219d0386f30","max pacioretty","215","3987.37","0.22"
"c5553140-d65e-425b-b942-139f415d454a","melker karlsson","230","2872.5","0.09"
"d3f3aff4-6fac-4aa1-b479-22d93cac047f","michael amadio","80","780.88","0.18"
"6c9d229d-8c2d-4f11-9b7f-1c41b4404e6f","michael chaput","109","1196.71","-0.18"
"ea11ac85-b22e-4310-8f7a-46d353fda391","michael del zotto","174","3391.25","0"
"27feb01a-6079-4bc9-b5b1-327ead5a5429","michael frolik","219","3497.81","0.09"
"5217989e-73f2-404d-b025-8026ab17b1fe","michael grabner","208","2994.84","0.22"
"e6cf92bb-08f6-45b3-856c-a99f1dce4361","michael raffl","198","2505.56","0.04"
"a054993d-a65b-482e-82ef-5e6e7278d465","michael rasmussen","62","748.72","-0.04"
"9d12cff7-0052-49e7-aea9-188ff94ac4d9","michael stone","164","2939.73","-0.09"
"4ff313e1-7067-47b5-b4c0-ceb2eeae0ed1","michal kempny","198","3367.55","0.14"
"b0c1efcc-016d-49de-8143-68f34c3dca12","micheal ferland","225","3046.21","-0.04"
"80b78f6d-da9d-4377-a3cf-1a879f83ee7f","miikka salomaki","114","1176.88","0.09"
"0012cb52-6973-4fd5-b89b-1ffb589ddfb5","mikael backlund","242","4406.96","0"
"8be16544-d4d8-4c5d-9b1b-99edd72d7da0","mikael granlund","245","4578.92","0.18"
"9bcab825-6cd8-4aac-abc6-4655acd615ce","mika zibanejad","220","4104.32","0.32"
"561ee22c-f52e-40a3-ac53-dd61db71c1c2","mike green","180","4063.93","0"
"70f886cc-7d4e-4301-b84b-d3b3c67a3f01","mike hoffman","255","4588.31","0.22"
"6fdae5f6-d696-4509-a55e-d2f9a2a3abe0","mike matheson","154","3353.27","-0.04"
"883fe779-39d6-44bc-beb0-5cdc4a090206","mike reilly","131","2127.87","-0.09"
"df5a6468-9884-4968-9f83-f36b1f23bd65","mikhail sergachev","170","2746.98","0.04"
"6ab1f591-6778-4bdc-b288-128b48d84e28","mikkel boedker","236","3288.8","-0.04"
"c00d3b3a-4a20-4f85-91b5-bbfe893353f9","mikko koivu","220","4113.64","0.22"
"9c8f9dfb-4c38-4e0a-8520-7481ce2e53c2","mikko rantanen","235","4520.6","0.27"
"4db33d55-a70c-4a27-9bc4-82f3ca96eb62","milan lucic","255","3967.9","-0.04"
"e689b0dd-c257-4297-81cb-56d210dd28cd","miles wood","202","2601.83","0.04"
"b0ab220f-7b71-40a4-a610-ac78c599b4cf","mirco mueller","83","1460.21","-0.09"
"dd4e34e8-c04e-46a9-b979-6a6481761f18","miro heiskanen","80","1852.4","0"
"d81c9f18-1fed-4f08-9ab9-86ed18662f44","mitch marner","252","4451.94","0"
"d97b0e66-0434-4cdb-9277-1522ed665655","morgan rielly","245","5478.92","0.04"
"c177e2d1-b1f5-4dac-87c9-5b602eb55bc1","nate prosser","119","1516.53","0.04"
"18fe43c1-110c-4a63-94fd-e8103d922647","nate schmidt","226","4566.08","0.09"
"1d50b04f-6ce9-481c-8a91-76a4f0a094a1","nate thompson","196","2419.28","-0.22"
"5daca25e-be2c-44b3-b77c-c0106af7af44","nathan beaulieu","184","3182.45","-0.09"
"6af98394-5469-413c-b0f4-b1edf1710697","nathan mackinnon","240","4946.76","0.63"
"2b7545aa-218b-48cd-b3a9-8260388d8c3f","nazem kadri","244","4040.92","0.4"
"163cb15d-f853-4915-bf57-a75c800e0a5c","neal pionk","99","2131.6","-0.14"
"95467ff7-7b43-43a0-b249-60af019abdd4","nic dowd","187","2087.59","0.14"
"b5fc1e9b-967d-4428-b0d5-20f730690a68","nick bjugstad","198","2885.26","0.14"
"fb311ef3-63c6-4249-9ef9-d2e26926d116","nick bonino","263","4287.16","0.04"
"94961773-0680-4378-ab89-a8ac676fc94f","nick cousins","210","2705.82","0.18"
"5043d50a-798f-4687-b198-a5face35d304","nick foligno","232","4248.38","0.04"
"e7eeb0ed-a4d4-43eb-94cc-7ff1f6fa19ed","nick holden","225","4347.67","0.14"
"b4454869-ccf0-4ebb-82cb-3db2919b1a76","nick jensen","206","3700.36","0.09"
"34fd8346-2f37-4805-908e-a7d08fbbd431","nicklas backstrom","273","5311.52","0.27"
"8fc6500a-7c10-401d-901d-d2424e57d65e","nick leddy","240","5337.75","-0.14"
"2366bf79-59f1-4048-af48-3bf5e8560d53","nick ritchie","230","3121.68","-0.04"
"a1642248-d3d1-4d74-bfc9-48d9c42080fe","nick schmaltz","183","3005.66","0.04"
"06f759dc-167b-412b-9732-dfcfe23b2464","nick seeler","97","1270.42","0.04"
"d884a6e5-2593-4cf0-a7f1-a4cd2532ab9e","nico hischier","154","2633.67","0.32"
"0d7cddbf-a45b-46e4-a854-a30938279358","nicolas deslauriers","147","1454.54","-0.04"
"01bf1fe0-265d-41bc-b4e3-81e51a2b56a9","nic petan","87","852.25","-0.22"
"d23e3f7a-7cd7-4496-8af4-6551cef3b94f","nikita kucherov","251","4927.57","0.9"
"86d497b1-a49b-4f87-9502-04d1e2f42367","nikita zadorov","206","3837.87","-0.18"
"ef1c94e3-436f-4737-850b-186fb3d60d6b","nikita zaitsev","233","5008.25","-0.09"
"b437aba5-b89b-40d2-8099-02adf2641932","niklas hjalmarsson","204","4211.47","0.09"
"fc98dc41-2f4d-4416-b9b8-63832a16178e","nikolaj ehlers","239","3938.38","0.36"
"d95ca2b8-bcf5-43ec-9517-0971d311d322","nikolay goldobin","114","1555.67","-0.04"
"5d0c5ace-43fd-49a0-8d16-c1b524a9a8b2","nino niederreiter","234","3613.28","0.36"
"4bc0ea8b-0c87-4fa5-a4e3-14d1c2d26933","noah hanifin","238","4561.98","0"
"5c5d83e6-c8f1-4545-ad9a-651cd3556d6f","noah juulsen","44","805.42","-0.04"
"88a43152-4c78-468f-975a-fec04d8510fc","noel acciari","176","2203.81","0"
"216bb0e6-51dc-44b1-8a99-45ecd7f65b65","nolan patrick","150","2171.62","0.04"
"c422f189-5058-44db-b6df-d1ee28665a90","oliver bjorkstrand","193","2577.84","0.4"
"5bc50e3a-ce31-44b6-a49f-e50359da0709","oliver ekman-larsson","239","5727.64","0.09"
"96ad1de0-fe62-4715-a84b-ccf87c213b5c","olli maatta","232","4359.68","0.04"
"b27b8094-de37-4a3f-b779-b973f0b39878","ondrej kase","161","2147.58","0.32"
"dfbbaa19-9091-42fd-87de-82113cd0fa59","ondrej palat","210","3576.83","0.22"
"bcce1ae3-040c-4be3-95b4-d101d3f75240","oscar fantenberg","91","1439.75","0.18"
"ca8fb716-24bf-4ece-a383-64c438edb26c","oscar klefbom","219","5042.04","0.04"
"e889d6c8-9eed-45f0-aa7a-de2428110081","oskar lindblom","105","1444.36","0.18"
"ab661e57-cdc4-4503-afb5-f2107ed6627f","oskar sundqvist","124","1521.81","0.09"
"72be9977-6832-4077-936b-fee8ccfd5ebc","par lindholm","63","718","-0.36"
"5185084d-b49f-4f84-915a-78a2b2e7c6a1","patrice bergeron","224","4320.62","0.58"
"df7818c8-9bf7-42ed-9def-15ab5ed92037","patric hornqvist","236","3813.85","0.27"
"fffaceb9-349e-44ed-98ab-30e838eb6d49","patrick eaves","93","1511.62","0.5"
"d839abe9-6b14-4d1c-b920-70f6b3d40354","patrick kane","245","5239.49","0.27"
"5ef529fe-5d73-43ee-a714-e38f90730fe2","patrick maroon","173","2885.05","0.04"
"84ba4a0e-19d9-4c66-8236-926b733b5bfa","patrik laine","252","4341.27","0.5"
"c526fe94-9295-472b-a03e-6598fe1f0085","patrik nemeth","184","3289.24","0.09"
"15dc7220-8f32-4cb9-8074-d38aa2ade6fe","paul byron","223","3433.35","0.4"
"9bd80649-669c-4e68-913f-be684f395264","paul carey","67","684.15","-0.32"
"dc7b0431-3c9e-424a-b23e-5e7044f78931","paul ladue","68","958.1","0.36"
"35372472-93b5-4410-a9e4-49f59af4945d","paul stastny","220","4082.65","0.36"
"ff7955a1-4dc8-4bc5-aa95-5c75677dc6d8","pavel buchnevich","182","2648.66","0.18"
"c71bcf26-0153-47a6-912a-4d19416459c8","pavel zacha","203","3011.8","0"
"86ffb3df-818a-4be6-a5bf-7e54bbf7783a","phil kessel","281","5087.64","0.09"
"fe613b00-5d9b-4aa6-aa81-76dffcfb0d7b","phillip danault","218","3620.81","0.18"
"37e2ea48-0191-4b93-b99d-4d8110626af5","phillip di giuseppe","109","1200.5","-0.04"
"800b214b-d9a6-4cfd-aee8-856aee92d308","pierre-edouard bellemare","247","3081.39","0.14"
"f4197224-faf2-4861-85ae-b58516222618","pierre-luc dubois","167","2904.5","0.18"
"820f3fdf-9ff7-42c5-9822-b7abdb6cb2a2","pontus aberg","143","1897.51","0.09"
"92847e93-d28a-4d61-99d2-fece8309e97c","radek faksa","238","3799.59","0.14"
"2168138f-633b-4f9a-b16a-a2abef8e207b","radim simek","41","623.82","0.14"
"0d636ecf-c6c2-4811-9c77-155d82bbb8e7","radko gudas","217","3928.83","0"
"0651d617-ff01-4119-a0c2-abdddb51e872","rasmus andersson","87","1389.83","0.09"
"a0c501e5-9b9c-4e96-8604-cfd2eaa52456","rasmus dahlin","80","1693.85","0.04"
"62ded138-1d97-4c01-a4ff-554b784009b4","rasmus ristolainen","228","5900.07","-0.18"
"9cafdab8-5fe6-4724-8dd4-a561f8226fab","reid boucher","59","692.67","0"
"e39f6ac2-a8cb-4d8a-b0e6-dfc647a2070a","reilly smith","239","4375.32","0.22"
"1dd8c575-3fa9-4058-80fc-6b07fc610d1d","remi elie","106","1185.13","0.14"
"fe7f6024-11e7-4efe-97b9-131c6ff1ec69","richard panik","231","3574.62","0.14"
"f59e6505-d554-46f7-868e-32ee710cfde1","rickard rakell","234","4328.42","0.4"
"300880d7-4946-4d23-87d4-b9c1ee9c41d8","riley nash","247","3318.42","0"
"dbe9ea21-d580-43fb-8e99-38b43f4f96c8","riley sheahan","253","3568.52","-0.04"
"70f9bd5c-c792-4ea0-b715-aabe2d4fa152","robby fabbri","81","1176.89","-0.04"
"ec2dc470-dfa1-4109-bad2-1852e12f84ea","robert bortuzzo","177","2591.93","0.09"
"fd0b6918-8cac-4872-9fed-9e7585e96070","robert hagg","151","2644.85","-0.27"
"79f434e9-2fb7-49d2-a653-39d716ed5081","robert thomas","68","887.13","0"
"ff458325-b977-446f-ac92-fdf9ace03425","rocco grimaldi","52","521.25","0.18"
"b3ee0bba-f473-45c6-a710-c63fe2d819ff","roman josi","261","6526.81","0.09"
"0a6bd2f6-fde9-4cda-b109-a467cfeea2c8","roman polak","214","3906.67","-0.18"
"1636f1cb-0cf0-4d0d-a941-88b7cf501462","ron hainsey","264","5633.2","0.04"
"a4dbe70c-a630-492c-9a72-add9aab3c0d3","roope hintz","56","782.7","0.04"
"7993440a-ca48-4bbc-9095-a42f4e79eb1b","ryan callahan","150","1899.01","0.09"
"655e9b53-551f-4851-a85d-efb035e39609","ryan carpenter","144","1806.65","0.09"
"b0df97de-f7e9-418d-b299-94810b3db147","ryan donato","69","948.55","0"
"db3d72e4-0428-4b5a-9f5a-b061e02e1cf2","ryan dzingel","249","3903.02","0.18"
"a54c9279-83f3-4cb4-939f-75b89a42b7bb","ryan ellis","229","5466.52","0.18"
"e7211058-89b8-4982-aabd-76fdc4223cac","ryan getzlaf","216","4519.45","0.14"
"18b2f920-08ba-4a71-af69-9a7fc3b78b71","ryan hartman","246","3186.58","0.14"
"6315bdf4-fe01-4784-9e4c-85552767eb7b","ryan johansen","265","5051.35","0.18"
"2992aab5-efb9-4b88-b59c-ae9c1469dad1","ryan kesler","206","3946.48","0.14"
"42e74ac7-ac3d-4015-863e-14e15187f8ed","ryan mcdonagh","249","5821.61","0.09"
"3c4ffe2d-517e-47e5-842b-482f1b9bdea7","ryan murray","166","3240.56","-0.14"
"b0b0b8ce-713f-4e75-8f59-1dd0c3b61c63","ryan nugent-hopkins","237","4421.55","0.09"
"37adf3ab-62d2-407c-aabb-509ef064cd33","ryan o'reilly","233","4888.79","0.36"
"da2d3395-7264-40dc-8012-8414aceb57df","ryan pulock","147","3014.2","0.04"
"2718e69e-1632-418d-bbc2-cb715e78cfee","ryan reaves","258","2344.14","0.04"
"a154eba2-e652-4008-a722-9490d2445b67","ryan strome","230","3484.14","0.04"
"4b19f6da-bab6-43f0-9808-03fd2561001c","ryan suter","245","6586.24","0.22"
"90f2ecba-12da-43eb-9003-b3b3c417ad15","sam bennett","237","3383.91","-0.14"
"6f7d2d2d-c9d1-4510-b9f3-145b4031acbf","sam gagner","189","2724.46","0.04"
"8fa73629-4f00-4158-9224-3a0bf55e3dbd","sami vatanen","209","4575.74","-0.09"
"89dfef47-fe1d-46cd-b5f1-0581d8097e1a","sam reinhart","241","4281.09","0.18"
"a48da4d0-8a91-4113-ab47-3fbc98a56a3f","samuel girard","154","2905.05","0.09"
"82702dd7-eab4-41ac-b45e-1df7bc357c44","scott harrington","128","1672.52","-0.18"
"77665e03-8d0e-49a8-96a1-068705fe8871","scott laughton","166","2135.27","0.14"
"e50d3821-89ad-4d93-8701-8a428c2a4fa7","scott mayfield","148","2619.87","0.04"
"69de3371-fd71-4830-bdcf-ecdf09b81218","scott wilson","179","2076.6","0.18"
"32b4b717-a31e-423d-bc2a-5bccda38a4e2","sean couturier","230","4797.17","0.4"
"9d0c8bc5-df64-45ac-9984-d75bf5fab778","sean kuraly","170","2163.07","0.04"
"bb42afc5-c46b-4183-93e3-acae7aa0a727","sean monahan","237","4365.45","0.27"
"5390f34a-82d6-49a6-b86c-52ce175d9a4a","sean walker","38","585.22","0"
"90f4200e-1a00-4755-a81f-74ebb6519855","sebastian aho","239","4362.34","0.18"
"2d503bd5-9820-48f0-a49c-7bffd47e7e15","seth griffith","45","527.5","-0.09"
"3496cbd7-085c-4700-a286-afa9dff86b88","seth jones","236","5851.97","0.04"
"8b988d40-2cf3-4d2b-b464-df834465a838","shayne gostisbehere","235","4764.77","0.09"
"1be9a563-ac6c-4518-a70d-7e9e15a9dd71","shea theodore","206","4038.78","0.18"
"86bf7ceb-c5d4-4449-84b6-d01ae38687ff","shea weber","165","4074.64","0.18"
"dbfea62b-9025-427d-810e-6ebdcc297f23","sidney crosby","270","5509.62","0.63"
"56166f29-a1de-4567-a679-334f9503ca9e","slater koekkoek","92","1211.39","-0.09"
"6fa240bd-8fa1-4096-b6dc-62f351aeb75b","sonny milano","58","660.63","0.63"
"cddd3e56-780a-46bf-aa90-02d2b53fc979","stephen johns","136","2429.46","0.04"
"4be0f98f-00cd-4875-af72-c8813426bc3b","steven santini","111","1952.92","-0.18"
"44f3d61e-e9a8-425c-a5b3-f2091607af65","steven stamkos","192","3532.48","0.72"
"d6615da1-6528-4673-8565-17632dbb3447","sven baertschi","145","2265.13","0.22"
"0da978e1-0cdc-435e-a1a3-11c63cbbf844","tage thompson","106","1277.33","-0.04"
"9a34f64e-4fb4-48ed-982d-d756879881e8","tanner fritz","41","500.43","0.04"
"f81f4615-a264-4a71-81c5-b46eacc3872d","tanner kero","59","779.88","0.04"
"8be3cce7-ba1d-4e18-9eaf-3b28bff84d92","tanner pearson","243","3759.65","0.22"
"49d5cb10-2d65-4278-9eaf-2ec62aa6aaaa","taylor fedun","86","1178.23","0.18"
"9f64c527-1500-460b-a11a-cf78b798a72f","taylor hall","186","3595.2","0.58"
"4e9f631c-4b56-41ab-8b2e-35b5a5cdf554","teuvo teravainen","242","4110.66","0.18"
"54369a40-9bc4-44b8-833a-e5e3a2f5f9a9","thomas chabot","131","2746.61","0.04"
"8ab3f644-95c8-46d0-8ab7-c94c8008b2bb","thomas hickey","184","3299.25","-0.09"
"9e39afe9-494f-4f94-8a24-2921959ed9f7","tim heed","65","984.45","0.18"
"ac57bb26-fda4-419e-811e-69fca03e2a89","timo meier","207","3144.07","0.27"
"24fd6968-b520-481d-ab6b-a8bacdc12f05","tim schaller","203","2495.67","0.04"
"6b1370e3-d940-49de-9754-a591a8ec6f44","tj brodie","236","5402.55","0.14"
"087d8dba-64ec-4562-86e4-1c359f7b0df8","tomas hertl","219","4011.28","0.09"
"431dd3cb-e4dd-4886-97c3-4a1c9b5a7951","tomas nosek","161","1866.87","0.09"
"5adf9b3e-7dcb-4bc1-a4bc-138dbfef8949","tomas tatar","248","4090.51","0.32"
"236143fb-1b42-4468-9cac-f349c4d1c23e","tom kuhnhackl","183","1985.13","-0.04"
"1d50007c-816e-4a4f-ba68-12305bc20988","tom wilson","253","3927.96","0.18"
"d5467728-089a-42ad-a266-1f3486340b94","torey krug","231","4860.96","0.09"
"0e8caf38-b1d7-495c-b30b-cf07e62fb38b","travis boyd","59","575.73","-0.09"
"42fdc4f7-b1a3-44ab-8aa8-8c0578e1cf35","travis dermott","107","1777.95","0.14"
"a74be3f3-9b08-421f-873b-990f668e11d6","travis hamonic","190","3930.71","-0.04"
"5f9db8e0-0bd5-4bef-a9a3-fc6d0b72cf80","travis konecny","236","3480.55","0.22"
"705e95f5-b7cc-4569-8ced-3fd559aa549f","travis sanheim","132","2363.37","0"
"c766e033-438a-4606-a4ba-2e646b5c40ed","travis zajac","226","4309.91","0.09"
"94e6c0a5-712d-4178-8998-8932daa5c208","trevor daley","197","3928.43","-0.18"
"561e7f1c-3acf-42b0-bc44-99efcafd3fa7","trevor lewis","196","2856.59","0.09"
"0a26648f-c206-47f2-8b58-1b08640e5330","trevor van riemsdyk","216","3621.74","0"
"b462526c-df56-42c0-9223-b4ab8aabccaa","troy brouwer","227","3241.73","-0.04"
"a7a65b88-adc0-4c96-8210-3979ccde9886","troy stecher","214","4182.77","-0.04"
"bfc3ff90-e333-4d9a-b21e-dd39dde7ccd1","tyler bertuzzi","119","1854.83","0.18"
"702a3434-1b20-409c-bfc5-b0e5e8c9abbc","tyler bozak","243","3924.85","0.09"
